chr	pos	gene_name	ensg_ids
16	81385018	"MIR4720"	"ENSG00000284473.1"
16	81385463	"AC092139.1"	"ENSG00000272923.1"
16	81445170	"CMIP"	"ENSG00000153815.16"
16	81463892	"AC092139.2"	"ENSG00000279021.1"
16	81476023	"PPIAP51"	"ENSG00000260229.1"
16	81517824	"AC092139.3"	"ENSG00000279476.1"
16	81533902	"MIR7854"	"ENSG00000277255.1"
16	81611348	"MIR6504"	"ENSG00000275109.1"
16	81617038	"AC092135.2"	"ENSG00000279681.1"
16	81618505	"AC092135.1"	"ENSG00000279294.1"
16	81630193	"AC092135.3"	"ENSG00000279841.1"
16	81738248	"AC099524.1"	"ENSG00000261218.5"
16	81739097	"PLCG2"	"ENSG00000197943.10"
16	81961926	"RN7SKP176"	"ENSG00000260682.3"
16	81987948	"AC092142.2"	"ENSG00000276519.1"
16	81988855	"SDR42E1"	"ENSG00000184860.10"
16	82035004	"HSD17B2"	"ENSG00000086696.11"
16	82044336	"AC092142.1"	"ENSG00000261235.1"
16	82120638	"MTCYBP28"	"ENSG00000260161.1"
16	82147798	"MPHOSPH6"	"ENSG00000135698.10"
16	82170296	"AC138304.1"	"ENSG00000261029.1"
16	82192505	"RN7SKP190"	"ENSG00000251888.1"
16	82434828	"AC009117.1"	"ENSG00000259873.1"
16	82491738	"AC009117.2"	"ENSG00000261285.7"
16	82626965	"CDH13"	"ENSG00000140945.17"
16	82688931	"MIR8058"	"ENSG00000277387.1"
16	82727474	"AC099506.2"	"ENSG00000280044.1"
16	82773319	"AC099506.1"	"ENSG00000260862.1"
16	82816831	"AC099506.3"	"ENSG00000286528.1"
16	82844455	"RN7SL134P"	"ENSG00000263360.2"
16	82953230	"AC125793.1"	"ENSG00000260832.1"
16	83383007	"AC009142.1"	"ENSG00000261410.1"
16	83508346	"MIR3182"	"ENSG00000263785.1"
16	83687779	"AC009063.3"	"ENSG00000261103.3"
16	83710179	"AC009063.4"	"ENSG00000288554.1"
16	83720402	"AC009063.2"	"ENSG00000260788.6"
16	83725676	"AC009063.1"	"ENSG00000259914.1"
16	83789967	"AC009119.1"	"ENSG00000260228.6"
16	83807978	"HSBP1"	"ENSG00000230989.7"
16	83899115	"MLYCD"	"ENSG00000103150.7"
16	83929796	"AC009119.2"	"ENSG00000260932.1"
16	83931311	"OSGIN1"	"ENSG00000140961.14"
16	83968632	"NECAB2"	"ENSG00000103154.9"
16	84009667	"SLC38A8"	"ENSG00000166558.10"
16	84039918	"RNA5SP432"	"ENSG00000199350.1"
16	84040790	"AC040169.4"	"ENSG00000285792.1"
16	84053761	"MBTPS1"	"ENSG00000140943.17"
16	84085979	"AC040169.3"	"ENSG00000274677.1"
16	84117051	"AC040169.1"	"ENSG00000260018.1"
16	84119293	"AC040169.2"	"ENSG00000260410.2"
16	84122141	"HSDL1"	"ENSG00000103160.12"
16	84145287	"DNAAF1"	"ENSG00000154099.18"
16	84177847	"TAF1C"	"ENSG00000103168.16"
16	84191138	"ADAD2"	"ENSG00000140955.10"
16	84192558	"AC009123.1"	"ENSG00000250685.7"
16	84218667	"KCNG4"	"ENSG00000168418.7"
16	84255270	"AC010551.3"	"ENSG00000260858.1"
16	84262815	"RNA5SP433"	"ENSG00000201361.1"
16	84294846	"WFDC1"	"ENSG00000103175.11"
16	84295498	"AC010551.2"	"ENSG00000260530.1"
16	84342464	"AC010551.1"	"ENSG00000260504.1"
16	84368527	"ATP2C2"	"ENSG00000064270.12"
16	84459259	"ATP2C2-AS1"	"ENSG00000261286.1"
16	84476355	"MEAK7"	"ENSG00000140950.16"
16	84495599	"AC022165.1"	"ENSG00000261243.1"
16	84565596	"COTL1"	"ENSG00000103187.8"
16	84594393	"AC092145.1"	"ENSG00000261471.1"
16	84648511	"KLHL36"	"ENSG00000135686.13"
16	84699978	"USP10"	"ENSG00000103194.15"
16	84817182	"AC025280.3"	"ENSG00000285848.1"
16	84819985	"CRISPLD2"	"ENSG00000103196.12"
16	84828263	"AC025280.1"	"ENSG00000260859.1"
16	84917377	"AC025280.2"	"ENSG00000279622.2"
16	84928353	"LINC02176"	"ENSG00000260340.1"
16	84974181	"ZDHHC7"	"ENSG00000153786.12"
16	85027751	"KIAA0513"	"ENSG00000135709.12"
16	85098358	"FAM92B"	"ENSG00000153789.13"
16	85137150	"LINC02139"	"ENSG00000278214.1"
16	85142696	"AC026469.1"	"ENSG00000275088.1"
16	85169525	"GSE1"	"ENSG00000131149.19"
16	85227203	"AC092275.1"	"ENSG00000287787.1"
16	85278820	"COX6CP16"	"ENSG00000270313.1"
16	85282958	"LINC00311"	"ENSG00000179219.5"
16	85306226	"MIR5093"	"ENSG00000266307.1"
16	85345271	"AC092377.1"	"ENSG00000287946.1"
16	85489813	"AC133540.1"	"ENSG00000278716.1"
16	85580009	"AC092127.2"	"ENSG00000270124.1"
16	85592266	"AC092127.1"	"ENSG00000260417.1"
16	85659378	"RN7SL381P"	"ENSG00000263968.2"
16	85676198	"GINS2"	"ENSG00000131153.9"
16	85690084	"C16orf74"	"ENSG00000154102.11"
16	85697335	"AC018695.6"	"ENSG00000275393.1"
16	85699820	"AC018695.9"	"ENSG00000287125.1"
16	85741621	"MIR1910"	"ENSG00000283416.1"
16	85743287	"AC018695.2"	"ENSG00000269898.1"
16	85771758	"EMC8"	"ENSG00000131148.9"
16	85781775	"RNU1-103P"	"ENSG00000252311.1"
16	85784382	"AC018695.4"	"ENSG00000270184.1"
16	85792415	"AC018695.3"	"ENSG00000270159.1"
16	85798633	"COX4I1"	"ENSG00000131143.10"
16	85814425	"AC018695.5"	"ENSG00000270698.1"
16	85815873	"AC018695.1"	"ENSG00000214259.3"
16	85846309	"AC018695.8"	"ENSG00000286510.1"
16	85859521	"AC018695.7"	"ENSG00000279907.1"
16	85899162	"IRF8"	"ENSG00000140968.11"
16	85918347	"MIR6774"	"ENSG00000274134.1"
16	85924984	"AC092723.5"	"ENSG00000285163.1"
16	85935281	"LINC02132"	"ENSG00000268804.1"
16	85963328	"AC092723.4"	"ENSG00000285040.1"
16	85981750	"AC092723.1"	"ENSG00000269667.2"
16	85986764	"AC092723.3"	"ENSG00000285012.1"
16	86035627	"AC092723.2"	"ENSG00000279604.1"
16	86081409	"AC135012.1"	"ENSG00000261177.1"
16	86158206	"AC135012.2"	"ENSG00000268078.1"
16	86192793	"AC135012.3"	"ENSG00000268505.1"
16	86195954	"LINC01082"	"ENSG00000269186.3"
16	86221420	"LINC01081"	"ENSG00000268754.4"
16	86275429	"AC040170.1"	"ENSG00000199949.2"
16	86286427	"LINC02135"	"ENSG00000268532.1"
16	86331632	"LINC00917"	"ENSG00000168367.11"
16	86347387	"AC092327.2"	"ENSG00000269826.1"
16	86434830	"AC092327.1"	"ENSG00000268473.1"
16	86474529	"FENDRR"	"ENSG00000268388.6"
16	86510527	"FOXF1"	"ENSG00000103241.7"
16	86520383	"AC009108.3"	"ENSG00000270020.1"
16	86525457	"AC009108.1"	"ENSG00000243697.1"
16	86530178	"MTHFSD"	"ENSG00000103248.19"
16	86555320	"AC009108.5"	"ENSG00000280278.1"
16	86565145	"FOXC2-AS1"	"ENSG00000260944.1"
16	86566829	"FOXC2"	"ENSG00000176692.8"
16	86576368	"FOXL1"	"ENSG00000176678.5"
16	86595189	"AC009108.4"	"ENSG00000279142.1"
16	86636328	"AC009108.2"	"ENSG00000260387.1"
16	86646301	"AC009154.1"	"ENSG00000261161.1"
16	86698118	"AC009154.2"	"ENSG00000274478.1"
16	86710122	"LINC02188"	"ENSG00000261175.6"
16	86720575	"LINC02189"	"ENSG00000260026.3"
16	86764298	"AC130467.1"	"ENSG00000287010.1"
16	86899356	"AC093519.2"	"ENSG00000287161.1"
16	86906175	"AC093519.1"	"ENSG00000260795.1"
16	87057784	"LINC02181"	"ENSG00000232190.3"
16	87066705	"AC106745.1"	"ENSG00000261363.2"
16	87083562	"C16orf95"	"ENSG00000260456.6"
16	87129857	"AC136285.3"	"ENSG00000285527.1"
16	87212122	"AC136285.1"	"ENSG00000261095.1"
16	87215915	"AC136285.2"	"ENSG00000261651.1"
16	87262759	"AC010531.4"	"ENSG00000261697.5"
16	87268185	"AC010531.2"	"ENSG00000243705.1"
16	87296949	"AC010531.8"	"ENSG00000280419.1"
16	87302876	"AC010531.1"	"ENSG00000131152.4"
16	87317509	"AC010531.6"	"ENSG00000270006.2"
16	87326987	"AC010531.7"	"ENSG00000270082.1"
16	87326987	"FBXO31"	"ENSG00000103264.18"
16	87362536	"AC010531.5"	"ENSG00000269901.1"
16	87383953	"MAP1LC3B"	"ENSG00000140941.14"
16	87396704	"AC010531.3"	"ENSG00000261592.1"
16	87406246	"ZCCHC14"	"ENSG00000140948.13"
16	87467138	"AC105429.2"	"ENSG00000276393.1"
16	87470370	"AC105429.1"	"ENSG00000276337.1"
16	87492555	"AC092720.3"	"ENSG00000288568.1"
16	87595131	"AC092720.1"	"ENSG00000260750.7"
16	87600526	"AC092720.2"	"ENSG00000269935.1"
16	87601835	"JPH3"	"ENSG00000154118.13"
16	87683945	"AC010536.3"	"ENSG00000277504.1"
16	87693537	"AC010536.1"	"ENSG00000226180.3"
16	87696485	"KLHDC4"	"ENSG00000104731.14"
16	87739771	"AC010536.2"	"ENSG00000260671.2"
16	87773304	"AC126696.3"	"ENSG00000260498.6"
16	87780134	"AC126696.1"	"ENSG00000260177.1"
16	87830023	"SLC7A5"	"ENSG00000103257.9"
16	87834592	"MIR6775"	"ENSG00000278598.1"
16	87836532	"AC126696.2"	"ENSG00000260466.1"
16	87881546	"CA5A"	"ENSG00000174990.7"
16	87892955	"AC133539.1"	"ENSG00000270385.1"
16	87945058	"AC127455.1"	"ENSG00000260443.1"
16	87949244	"BANP"	"ENSG00000172530.20"
16	88079161	"AC134312.4"	"ENSG00000261193.1"
16	88087241	"AC134312.3"	"ENSG00000260166.2"
16	88088041	"AC134312.1"	"ENSG00000205037.2"
16	88177289	"AC134312.2"	"ENSG00000260162.2"
16	88177298	"AC134312.5"	"ENSG00000261327.5"
16	88186605	"LINC02182"	"ENSG00000260420.3"
16	88191486	"AC134312.6"	"ENSG00000261816.1"
16	88234785	"AC138512.1"	"ENSG00000261273.1"
16	88382989	"ZNF469"	"ENSG00000225614.3"
16	88453280	"ZFPM1"	"ENSG00000179588.9"
16	88468918	"MIR5189"	"ENSG00000263456.1"
16	88512960	"AC116552.1"	"ENSG00000261744.1"
16	88570381	"ZC3H18"	"ENSG00000158545.15"
16	88638572	"IL17C"	"ENSG00000124391.5"
16	88643289	"CYBA"	"ENSG00000051523.11"
16	88651935	"MVD"	"ENSG00000167508.12"
16	88663298	"SNAI3-AS1"	"ENSG00000260630.7"
16	88677688	"SNAI3"	"ENSG00000185669.6"
16	88696499	"RNF166"	"ENSG00000158717.11"
16	88696501	"AC138028.3"	"ENSG00000259813.1"
16	88706483	"CTU2"	"ENSG00000174177.13"
16	88708956	"AC138028.6"	"ENSG00000278341.1"
16	88715338	"PIEZO1"	"ENSG00000103335.22"
16	88716278	"MIR4722"	"ENSG00000284585.1"
16	88718615	"AC138028.4"	"ENSG00000260121.1"
16	88731180	"AC138028.2"	"ENSG00000224888.4"
16	88741631	"AC138028.5"	"ENSG00000260617.1"
16	88742767	"AC138028.1"	"ENSG00000182376.2"
16	88803789	"CDT1"	"ENSG00000167513.9"
16	88809339	"APRT"	"ENSG00000198931.11"
16	88813734	"GALNS"	"ENSG00000141012.13"
16	88856220	"TRAPPC2L"	"ENSG00000167515.10"
16	88863333	"PABPN1L"	"ENSG00000205022.9"
16	88874858	"CBFA2T3"	"ENSG00000129993.15"
16	88881038	"AC092384.2"	"ENSG00000259881.1"
16	88936779	"AC092384.3"	"ENSG00000261226.1"
16	88939789	"AC092384.1"	"ENSG00000205018.2"
16	88984032	"AC135782.2"	"ENSG00000259989.1"
16	89046172	"AC135782.1"	"ENSG00000256982.2"
16	89088375	"ACSF3"	"ENSG00000176715.17"
16	89113175	"AC135782.3"	"ENSG00000261546.1"
16	89159146	"LINC00304"	"ENSG00000180422.3"
16	89166383	"LINC02138"	"ENSG00000205015.1"
16	89171748	"CDH15"	"ENSG00000129910.8"
16	89195761	"SLC22A31"	"ENSG00000259803.7"
16	89215211	"AC009113.1"	"ENSG00000259877.2"
16	89217703	"ZNF778"	"ENSG00000170100.13"
16	89226807	"AC009113.2"	"ENSG00000260659.1"
16	89267630	"ANKRD11"	"ENSG00000167522.16"
16	89268104	"AC137932.3"	"ENSG00000268218.1"
16	89296128	"AC137932.1"	"ENSG00000260279.4"
16	89321133	"AC137932.2"	"ENSG00000261253.2"
16	89420075	"AC092120.1"	"ENSG00000261692.1"
16	89430988	"AC092120.3"	"ENSG00000287351.1"
16	89443318	"RNU6-430P"	"ENSG00000252887.1"
16	89458870	"AC092120.2"	"ENSG00000270832.1"
16	89490719	"SPG7"	"ENSG00000197912.15"
16	89492017	"AC092123.1"	"ENSG00000261118.1"
16	89560657	"RPL13"	"ENSG00000167526.13"
16	89561434	"SNORD68"	"ENSG00000200084.1"
16	89575758	"CPNE7"	"ENSG00000178773.15"
16	89613308	"DPEP1"	"ENSG00000015413.9"
16	89644435	"CHMP1A"	"ENSG00000131165.15"
16	89657802	"SPATA33"	"ENSG00000167523.13"
16	89671568	"AC010538.1"	"ENSG00000275734.2"
16	89680737	"CDK10"	"ENSG00000185324.22"
16	89682620	"LINC02166"	"ENSG00000260259.1"
16	89696357	"SPATA2L"	"ENSG00000158792.16"
16	89707134	"VPS9D1"	"ENSG00000075399.14"
16	89711856	"VPS9D1-AS1"	"ENSG00000261373.1"
16	89720400	"ZNF276"	"ENSG00000158805.12"
16	89737549	"FANCA"	"ENSG00000187741.15"
16	89818179	"SPIRE2"	"ENSG00000204991.11"
16	89873570	"TCF25"	"ENSG00000141002.20"
16	89906157	"AC092143.3"	"ENSG00000267048.1"
16	89912119	"MC1R"	"ENSG00000258839.3"
16	89919165	"AC092143.1"	"ENSG00000198211.8"
16	89919827	"AC092143.2"	"ENSG00000259006.1"
16	89921392	"TUBB3"	"ENSG00000258947.7"
16	89947925	"DEF8"	"ENSG00000140995.16"
16	89969773	"CENPBD1"	"ENSG00000177946.6"
16	89972586	"AFG3L1P"	"ENSG00000223959.8"
16	90004871	"DBNDD1"	"ENSG00000003249.14"
16	90019629	"GAS8"	"ENSG00000141013.17"
16	90028908	"GAS8-AS1"	"ENSG00000221819.6"
16	90039761	"URAHP"	"ENSG00000222019.7"
16	90056566	"PRDM7"	"ENSG00000126856.14"
16	90093154	"TUBB8P7"	"ENSG00000261812.6"
16	90102271	"FAM157C"	"ENSG00000260528.5"
16	90105095	"AC133919.1"	"ENSG00000260507.1"
16	90110574	"AC133919.2"	"ENSG00000261172.1"
16	90144592	"RNU6-355P"	"ENSG00000222359.1"
16	90173217	"LINC02193"	"ENSG00000260923.7"
16	90174062	"AC133919.3"	"ENSG00000277349.1"
17	64099	"AC240565.4"	"ENSG00000280279.1"
17	88641	"AC240565.3"	"ENSG00000280136.2"
17	90796	"AC240565.1"	"ENSG00000277613.1"
17	137526	"SCGB1C2"	"ENSG00000268320.3"
17	142789	"DOC2B"	"ENSG00000272636.4"
17	183824	"LINC02091"	"ENSG00000273172.1"
17	212389	"RPH3AL"	"ENSG00000181031.16"
17	321392	"AC129507.4"	"ENSG00000262920.5"
17	331205	"AC129507.1"	"ENSG00000262061.6"
17	352638	"AC129507.2"	"ENSG00000262294.1"
17	354737	"AC129507.3"	"ENSG00000262558.1"
17	404468	"AC141424.1"	"ENSG00000241525.4"
17	410325	"C17orf97"	"ENSG00000187624.9"
17	439978	"RFLNB"	"ENSG00000183688.4"
17	503171	"AC015853.2"	"ENSG00000263015.1"
17	508668	"VPS53"	"ENSG00000141252.20"
17	523140	"AC015853.3"	"ENSG00000263300.1"
17	552566	"AC015853.1"	"ENSG00000262905.1"
17	616002	"AC027455.1"	"ENSG00000262708.1"
17	656794	"RPS4XP17"	"ENSG00000244097.1"
17	732412	"TLCD3A"	"ENSG00000167695.15"
17	744421	"GEMIN4"	"ENSG00000179409.11"
17	752660	"DBIL5P"	"ENSG00000231784.8"
17	757097	"GLOD4"	"ENSG00000167699.13"
17	763565	"AC087392.3"	"ENSG00000262228.2"
17	782353	"MRM3"	"ENSG00000171861.11"
17	789744	"AC087392.4"	"ENSG00000262434.1"
17	795306	"AC087392.5"	"ENSG00000277491.1"
17	799310	"NXN"	"ENSG00000167693.17"
17	877902	"AC087392.2"	"ENSG00000262133.1"
17	909632	"AC087392.1"	"ENSG00000262003.1"
17	959034	"AC036164.1"	"ENSG00000263017.1"
17	997129	"TIMM22"	"ENSG00000177370.5"
17	1003518	"ABR"	"ENSG00000159842.15"
17	1022476	"MIR3183"	"ENSG00000264429.1"
17	1101007	"AC015884.3"	"ENSG00000278794.1"
17	1155966	"AC016292.2"	"ENSG00000275997.1"
17	1181893	"AC016292.1"	"ENSG00000235361.1"
17	1241939	"AC144836.1"	"ENSG00000262213.1"
17	1270559	"BHLHA9"	"ENSG00000205899.3"
17	1279662	"TRARG1"	"ENSG00000184811.4"
17	1344275	"YWHAE"	"ENSG00000108953.17"
17	1352070	"AC032044.2"	"ENSG00000280408.1"
17	1420689	"CRK"	"ENSG00000167193.8"
17	1424473	"AC032044.1"	"ENSG00000262777.1"
17	1464186	"MYO1C"	"ENSG00000197879.17"
17	1494577	"INPP5K"	"ENSG00000132376.20"
17	1516931	"PITPNA-AS1"	"ENSG00000236618.2"
17	1517718	"PITPNA"	"ENSG00000174238.15"
17	1569267	"SLC43A2"	"ENSG00000167703.14"
17	1604374	"RN7SL105P"	"ENSG00000243704.3"
17	1633858	"SCARF1"	"ENSG00000074660.16"
17	1646145	"RILP"	"ENSG00000167705.12"
17	1650629	"PRPF8"	"ENSG00000174231.17"
17	1684726	"AC130343.2"	"ENSG00000277597.1"
17	1702816	"TLCD2"	"ENSG00000185561.10"
17	1711493	"MIR22HG"	"ENSG00000186594.14"
17	1713903	"MIR22"	"ENSG00000283824.1"
17	1716523	"WDR81"	"ENSG00000167716.18"
17	1725748	"AC130343.1"	"ENSG00000262791.1"
17	1742836	"SERPINF2"	"ENSG00000167711.13"
17	1762029	"SERPINF1"	"ENSG00000132386.11"
17	1779485	"SMYD4"	"ENSG00000186532.12"
17	1829702	"RPA1"	"ENSG00000132383.12"
17	1858039	"AC130689.1"	"ENSG00000108958.4"
17	1934677	"RTN4RL1"	"ENSG00000185924.7"
17	1995614	"AC099684.2"	"ENSG00000262445.3"
17	2017716	"AC099684.1"	"ENSG00000228133.3"
17	2019952	"AC099684.3"	"ENSG00000262869.1"
17	2030110	"DPH1"	"ENSG00000108963.17"
17	2040953	"AC090617.10"	"ENSG00000287553.1"
17	2042022	"OVCA2"	"ENSG00000262664.3"
17	2042900	"AC090617.3"	"ENSG00000262533.1"
17	2043475	"AC090617.5"	"ENSG00000263050.1"
17	2049908	"MIR132"	"ENSG00000267200.1"
17	2050271	"MIR212"	"ENSG00000267195.1"
17	2054154	"HIC1"	"ENSG00000177374.13"
17	2059839	"SMG6"	"ENSG00000070366.14"
17	2072823	"AC090617.9"	"ENSG00000280333.1"
17	2089681	"AC090617.4"	"ENSG00000262810.1"
17	2101542	"AC090617.6"	"ENSG00000279040.1"
17	2117626	"AC090617.8"	"ENSG00000279562.1"
17	2122342	"AC090617.7"	"ENSG00000279340.1"
17	2127430	"MCUR1P1"	"ENSG00000262402.1"
17	2199762	"RN7SL624P"	"ENSG00000265777.2"
17	2213697	"AC090617.2"	"ENSG00000236838.2"
17	2215482	"AC090617.1"	"ENSG00000236457.1"
17	2232680	"AL450226.1"	"ENSG00000225084.1"
17	2235713	"SMG6-IT1"	"ENSG00000278941.1"
17	2255719	"AL450226.2"	"ENSG00000280242.1"
17	2303383	"SRR"	"ENSG00000167720.13"
17	2306761	"HNRNPA1P16"	"ENSG00000262333.1"
17	2322396	"TSR1"	"ENSG00000167721.11"
17	2329016	"SNORD91B"	"ENSG00000275084.3"
17	2330180	"SNORD91A"	"ENSG00000212163.5"
17	2337498	"SGSM2"	"ENSG00000141258.13"
17	2366589	"AC006435.3"	"ENSG00000274758.1"
17	2375061	"AC006435.2"	"ENSG00000263345.1"
17	2384073	"MNT"	"ENSG00000070444.15"
17	2384847	"AC006435.1"	"ENSG00000262456.1"
17	2405562	"METTL16"	"ENSG00000127804.13"
17	2424179	"AC006435.4"	"ENSG00000279872.1"
17	2460183	"AC006435.5"	"ENSG00000280280.1"
17	2557753	"RN7SL33P"	"ENSG00000243049.3"
17	2586330	"EIF4A1P9"	"ENSG00000262953.1"
17	2593210	"PAFAH1B1"	"ENSG00000007168.13"
17	2613284	"SAMD11P1"	"ENSG00000262480.2"
17	2639297	"AC015799.1"	"ENSG00000279432.1"
17	2680958	"RN7SL608P"	"ENSG00000239884.3"
17	2683305	"AC005696.2"	"ENSG00000272770.1"
17	2688473	"AC005696.3"	"ENSG00000272911.1"
17	2689386	"CLUH"	"ENSG00000132361.17"
17	2692861	"MIR6776"	"ENSG00000273606.1"
17	2712309	"AC005696.1"	"ENSG00000262050.1"
17	2720801	"AC005696.4"	"ENSG00000277200.1"
17	2724411	"CCDC92B"	"ENSG00000261963.3"
17	2748078	"MIR1253"	"ENSG00000221200.1"
17	2748078	"hsa-mir-1253"	"ENSG00000272920.1"
17	2755705	"AC002316.1"	"ENSG00000132359.15"
17	2962248	"AC015921.1"	"ENSG00000262884.1"
17	3062669	"OR1D5"	"ENSG00000262628.1"
17	3088484	"OR1D2"	"ENSG00000184166.2"
17	3116427	"OR1E3"	"ENSG00000142163.8"
17	3126584	"OR1G1"	"ENSG00000183024.3"
17	3134969	"AC090282.1"	"ENSG00000261848.5"
17	3153889	"OR1P1"	"ENSG00000262085.2"
17	3197519	"OR1A2"	"ENSG00000172150.4"
17	3207539	"OR1A1"	"ENSG00000172146.2"
17	3235703	"OR1D4"	"ENSG00000255095.2"
17	3265611	"OR1D3P"	"ENSG00000262106.1"
17	3276942	"OR3A2"	"ENSG00000221882.3"
17	3291017	"OR3A1"	"ENSG00000180090.5"
17	3309986	"OR3A4P"	"ENSG00000180068.10"
17	3311218	"AC087498.2"	"ENSG00000285760.1"
17	3377527	"OR1AC1P"	"ENSG00000267129.1"
17	3385930	"AC087498.1"	"ENSG00000180042.5"
17	3397104	"OR1E1"	"ENSG00000180016.2"
17	3411370	"OR3A3"	"ENSG00000159961.2"
17	3432870	"OR1E2"	"ENSG00000127780.3"
17	3439923	"AC025125.1"	"ENSG00000280268.1"
17	3440019	"SPATA22"	"ENSG00000141255.12"
17	3472374	"ASPA"	"ENSG00000108381.11"
17	3510502	"TRPV3"	"ENSG00000167723.14"
17	3565444	"TRPV1"	"ENSG00000196689.12"
17	3577955	"AC027796.5"	"ENSG00000263338.1"
17	3585149	"AC027796.3"	"ENSG00000262304.2"
17	3601761	"AC027796.1"	"ENSG00000261916.1"
17	3608240	"SHPK"	"ENSG00000197417.9"
17	3619256	"AC027796.2"	"ENSG00000262248.1"
17	3636459	"CTNS"	"ENSG00000040531.15"
17	3655621	"AC027796.4"	"ENSG00000262903.1"
17	3662895	"TAX1BP3"	"ENSG00000213977.8"
17	3663063	"P2RX5-TAX1BP3"	"ENSG00000257950.3"
17	3665220	"AC132942.1"	"ENSG00000240898.1"
17	3668812	"EMC6"	"ENSG00000127774.7"
17	3672199	"P2RX5"	"ENSG00000083454.22"
17	3714628	"ITGAE"	"ENSG00000083457.12"
17	3721628	"AC116914.2"	"ENSG00000262692.1"
17	3723903	"HASPIN"	"ENSG00000177602.5"
17	3729361	"AC116914.1"	"ENSG00000262358.1"
17	3802158	"NCBP3"	"ENSG00000074356.17"
17	3860315	"CAMKK1"	"ENSG00000004660.15"
17	3896592	"P2RX1"	"ENSG00000108405.4"
17	3923870	"ATP2A3"	"ENSG00000074370.18"
17	3977103	"LINC01975"	"ENSG00000263312.1"
17	4004445	"ZZEF1"	"ENSG00000074755.15"
17	4056756	"RNA5SP434"	"ENSG00000252456.1"
17	4143168	"CYB5D2"	"ENSG00000167740.9"
17	4163821	"ANKFY1"	"ENSG00000185722.18"
17	4163910	"AC087292.2"	"ENSG00000263165.1"
17	4186326	"AC087292.1"	"ENSG00000251812.1"
17	4222091	"RYKP1"	"ENSG00000263219.1"
17	4267691	"AC087742.1"	"ENSG00000274363.1"
17	4269259	"UBE2G1"	"ENSG00000132388.12"
17	4301372	"MFSD1P1"	"ENSG00000261868.1"
17	4364164	"RN7SL774P"	"ENSG00000263882.2"
17	4433940	"SPNS3"	"ENSG00000182557.8"
17	4481966	"AC127521.1"	"ENSG00000262823.1"
17	4497394	"AC118754.1"	"ENSG00000229782.1"
17	4498881	"SPNS2"	"ENSG00000183018.9"
17	4538897	"MYBBP1A"	"ENSG00000132382.14"
17	4556927	"GGT6"	"ENSG00000167741.10"
17	4565752	"AC118754.2"	"ENSG00000262921.1"
17	4572206	"TXNP4"	"ENSG00000262519.1"
17	4583999	"SMTNL2"	"ENSG00000188176.12"
17	4610449	"LINC01996"	"ENSG00000261863.1"
17	4619749	"RNU6-955P"	"ENSG00000222429.1"
17	4630919	"ALOX15"	"ENSG00000161905.13"
17	4669774	"PELP1"	"ENSG00000141456.16"
17	4673830	"AC091153.2"	"ENSG00000235085.3"
17	4704230	"AC091153.3"	"ENSG00000244184.1"
17	4704816	"AC091153.1"	"ENSG00000213939.4"
17	4710596	"ARRB2"	"ENSG00000141480.18"
17	4731428	"MED11"	"ENSG00000161920.10"
17	4731756	"AC091153.4"	"ENSG00000261898.2"
17	4733533	"CXCL16"	"ENSG00000161921.15"
17	4739833	"ZMYND15"	"ENSG00000141497.14"
17	4771884	"TM4SF5"	"ENSG00000142484.7"
17	4785285	"VMO1"	"ENSG00000182853.12"
17	4787057	"AC233723.2"	"ENSG00000280254.1"
17	4788964	"GLTPD2"	"ENSG00000182327.8"
17	4796144	"PSMB6"	"ENSG00000142507.10"
17	4801159	"AC233723.1"	"ENSG00000262165.2"
17	4807152	"PLD2"	"ENSG00000129219.14"
17	4833340	"MINK1"	"ENSG00000141503.17"
17	4856757	"ATP6V0CP1"	"ENSG00000230201.5"
17	4882975	"RN7SL784P"	"ENSG00000264113.2"
17	4897771	"CHRNE"	"ENSG00000108556.10"
17	4899418	"C17orf107"	"ENSG00000205710.4"
17	4932277	"GP1BA"	"ENSG00000185245.8"
17	4937130	"SLC25A11"	"ENSG00000108528.14"
17	4940008	"RNF167"	"ENSG00000108523.16"
17	4945652	"PFN1"	"ENSG00000108518.8"
17	4948092	"ENO3"	"ENSG00000108515.17"
17	4959226	"SPAG7"	"ENSG00000091640.8"
17	4967992	"CAMTA2"	"ENSG00000108509.21"
17	4967995	"AC004771.3"	"ENSG00000262429.1"
17	4969702	"MIR6864"	"ENSG00000274300.1"
17	4970086	"MIR6865"	"ENSG00000278517.1"
17	4972851	"AC004771.1"	"ENSG00000234203.1"
17	4986466	"AC004771.4"	"ENSG00000262678.1"
17	4987706	"AC004771.2"	"ENSG00000262227.1"
17	4988130	"INCA1"	"ENSG00000196388.8"
17	4997950	"KIF1C"	"ENSG00000129250.12"
17	5019214	"KIF1C-AS1"	"ENSG00000227495.1"
17	5032600	"SLC52A1"	"ENSG00000132517.15"
17	5060356	"AC012146.2"	"ENSG00000262495.1"
17	5075678	"AC012146.3"	"ENSG00000262693.1"
17	5078467	"ZFP3"	"ENSG00000180787.6"
17	5105541	"ZNF232"	"ENSG00000167840.13"
17	5111468	"AC012146.1"	"ENSG00000234327.8"
17	5116032	"USP6"	"ENSG00000129204.17"
17	5126740	"AC012146.4"	"ENSG00000262855.1"
17	5179535	"ZNF594"	"ENSG00000180626.10"
17	5192027	"AC087500.1"	"ENSG00000261879.7"
17	5208920	"SCIMP"	"ENSG00000161929.15"
